"user_id","transaction_date","transaction_amount"
587326,2015-07-11 02:28:29,45
137645,2015-06-25 04:58:16,46
551953,2015-09-08 14:56:25,33
912283,2015-08-19 01:51:01,36
299111,2015-06-01 18:34:11,48
366588,2015-04-11 17:29:17,41
708431,2015-07-06 17:57:33,29
467251,2015-07-08 08:23:15,45
44051,2015-05-10 11:28:59,55
490727,2015-05-28 10:21:47,58
328808,2015-08-30 19:37:01,48
566306,2015-02-20 14:53:28,22
726689,2015-07-05 13:16:03,42
890354,2015-03-18 22:05:19,45
969736,2015-05-05 15:11:20,68
391042,2015-02-06 02:29:18,34
412710,2015-07-17 19:53:23,39
867404,2015-08-22 22:53:18,68
169373,2015-04-20 01:00:05,58
76184,2015-07-19 17:24:19,59
633882,2015-06-13 03:20:13,45
913042,2015-09-07 06:57:47,44
849066,2015-03-15 12:18:21,21
262804,2015-09-10 11:55:59,39
245842,2015-06-04 06:07:17,36
976216,2015-09-02 14:35:04,29
655666,2015-04-18 01:30:23,51
337064,2015-07-13 02:22:45,32
234576,2015-09-05 16:02:25,43
70685,2015-07-29 09:25:18,46
183605,2015-09-14 07:16:03,45
326871,2015-05-28 19:15:25,48
427172,2015-02-08 22:56:14,56
852626,2015-06-07 19:27:32,52
172393,2015-04-05 07:24:54,55
296829,2015-04-22 22:05:16,55
961757,2015-07-25 19:18:39,45
409891,2015-09-12 21:56:54,41
132008,2015-09-17 02:42:19,51
309873,2015-06-02 17:09:55,42
136001,2015-07-28 12:13:10,46
401447,2015-07-25 13:02:47,71
983522,2015-03-27 15:25:47,52
532916,2015-06-30 08:37:56,37
577375,2015-02-21 20:51:33,40
337459,2015-05-11 12:23:10,65
514457,2015-08-13 19:10:02,37
905180,2015-07-02 16:17:53,51
725544,2015-06-29 09:50:03,72
468409,2015-08-24 08:08:56,55
875713,2015-08-13 12:11:26,38
929670,2015-07-02 15:13:43,47
383178,2015-08-27 02:18:23,32
295956,2015-06-04 04:05:06,56
903061,2015-06-05 19:29:23,46
389752,2015-08-06 21:37:32,58
17357,2015-07-31 15:38:42,32
817139,2015-04-19 08:42:35,47
248738,2015-06-23 06:07:27,33
154163,2015-04-27 13:04:07,47
999998,2015-09-08 22:25:40,59
235811,2015-04-08 04:14:19,33
636640,2015-08-21 23:02:48,61
491279,2015-07-10 10:01:34,48
341464,2015-07-17 06:50:29,53
573391,2015-08-31 15:56:47,51
250676,2015-09-29 13:23:33,63
912283,2015-04-03 13:46:51,39
897764,2015-07-25 03:09:12,55
298361,2015-07-11 21:45:40,62
595841,2015-07-04 07:51:42,58
58940,2015-09-09 04:28:01,31
23027,2015-08-25 06:59:01,32
345545,2015-05-28 10:48:43,66
523949,2015-04-15 14:08:50,53
30117,2015-04-09 19:17:54,41
665105,2015-04-27 10:41:11,32
896855,2015-05-18 03:06:16,42
720153,2015-03-04 20:35:40,72
647896,2015-05-31 19:06:12,22
851356,2015-03-15 20:37:45,32
680097,2015-03-01 18:51:41,65
360773,2015-06-12 09:07:49,55
824680,2015-06-27 10:52:42,70
674662,2015-04-25 05:42:47,35
516276,2015-08-22 03:01:38,57
260220,2015-06-13 23:44:48,28
437523,2015-05-17 15:42:49,45
94207,2015-04-04 15:05:50,59
790257,2015-03-10 07:20:06,57
397117,2015-02-06 18:52:39,76
863685,2015-04-12 15:37:14,56
817819,2015-08-02 02:03:36,40
906782,2015-06-23 17:24:41,48
943949,2015-09-17 03:09:26,58
817819,2015-07-23 15:20:10,45
913112,2015-03-20 14:23:46,57
147796,2015-07-26 01:34:45,57
87257,2015-01-09 20:53:03,47
390839,2015-08-06 10:57:06,43
607512,2015-02-24 18:42:44,40
446532,2015-09-05 09:56:13,43
683849,2015-08-17 14:16:40,45
71363,2015-09-01 12:59:13,59
488130,2015-09-28 00:30:24,71
584904,2015-02-22 13:34:48,25
757126,2015-03-07 20:19:52,42
786663,2015-04-05 13:57:04,65
912978,2015-07-14 14:00:01,47
412262,2015-02-08 01:16:07,74
584904,2015-07-05 07:19:59,47
923174,2015-09-06 08:47:37,51
446532,2015-05-14 21:27:19,62
80517,2015-05-15 10:25:02,45
937838,2015-07-12 18:42:46,55
926523,2015-03-21 20:43:23,49
401178,2015-07-15 04:09:37,39
765219,2015-03-08 12:30:21,55
244715,2015-06-28 04:06:46,40
913042,2015-07-02 17:22:09,39
191605,2015-07-19 07:24:47,42
817819,2015-05-16 15:13:36,53
319488,2015-07-26 08:42:24,63
352596,2015-04-15 09:49:07,53
745599,2015-05-26 09:14:05,47
480784,2015-04-14 18:38:44,56
636640,2015-02-26 11:32:28,41
244715,2015-06-30 00:08:23,31
967326,2015-08-14 03:30:31,48
910617,2015-09-19 15:17:08,19
586382,2015-06-30 07:12:57,33
43958,2015-06-04 01:28:38,42
967326,2015-03-25 19:38:38,40
437674,2015-05-06 22:55:48,53
685511,2015-03-02 03:31:09,60
523952,2015-08-06 19:39:02,46
287819,2015-05-02 22:04:35,43
63382,2015-05-17 01:51:15,33
467251,2015-02-11 15:08:20,77
180293,2015-08-12 09:21:50,58
604772,2015-04-19 20:07:44,53
25163,2015-08-24 13:04:44,41
45570,2015-09-19 23:19:17,46
649226,2015-04-16 13:02:05,55
710238,2015-06-03 06:10:27,46
499879,2015-05-19 03:43:36,55
940609,2015-05-09 14:06:39,53
973863,2015-05-22 11:04:50,44
460648,2015-08-31 22:04:54,60
305114,2015-01-28 18:20:55,54
570137,2015-07-19 16:19:07,62
764870,2015-06-21 02:02:58,54
60237,2015-09-18 16:59:35,61
754351,2015-09-01 05:30:52,52
304849,2015-06-10 06:02:00,49
570961,2015-06-12 08:12:51,58
108607,2015-09-20 02:48:11,62
515131,2015-04-22 05:08:51,29
427172,2015-04-20 17:03:14,50
221367,2015-06-24 09:15:54,55
377338,2015-05-12 17:16:49,37
673732,2015-06-26 09:56:51,53
127760,2015-04-26 14:36:00,61
967326,2015-09-11 03:00:09,47
189564,2015-09-14 23:55:10,37
276458,2015-06-11 20:03:02,60
9230,2015-01-02 10:38:05,47
899614,2015-06-30 07:18:39,63
721766,2015-03-05 00:03:58,44
288147,2015-01-26 21:08:31,32
665101,2015-05-30 11:56:54,41
497120,2015-09-16 09:22:50,45
389079,2015-08-26 06:36:27,37
302710,2015-08-15 05:02:03,55
863685,2015-04-25 00:31:18,50
548330,2015-07-31 08:15:56,58
721766,2015-07-07 19:43:16,48
770831,2015-03-08 18:29:46,40
696396,2015-04-14 18:15:22,62
753767,2015-09-05 00:38:06,46
531912,2015-06-19 12:13:48,67
410008,2015-06-30 10:13:36,37
609367,2015-04-14 18:10:38,48
248738,2015-04-05 18:33:15,52
657858,2015-08-24 05:06:17,52
932310,2015-03-22 07:13:45,73
323532,2015-07-07 17:05:18,64
44702,2015-01-05 20:02:35,30
850136,2015-05-31 12:42:17,31
213951,2015-04-18 13:13:43,32
958565,2015-07-04 20:47:38,28
484978,2015-06-05 14:44:47,48
27727,2015-08-08 09:15:21,52
723712,2015-06-15 04:07:32,37
244970,2015-07-24 20:05:25,64
345493,2015-07-02 06:33:50,57
281371,2015-09-25 05:27:20,46
361269,2015-09-18 18:43:17,57
172393,2015-06-07 12:18:38,63
495090,2015-09-24 15:48:50,51
52493,2015-06-19 11:12:34,56
126681,2015-05-05 21:21:43,66
61204,2015-04-24 14:28:50,54
369638,2015-02-04 02:21:36,51
256940,2015-05-02 10:46:02,68
290276,2015-09-03 22:37:42,51
282509,2015-07-25 05:14:09,59
439096,2015-07-13 12:55:15,55
557376,2015-05-30 21:52:22,51
956995,2015-04-05 17:38:46,35
665101,2015-06-09 19:02:20,54
640186,2015-02-26 19:10:12,54
688792,2015-05-01 11:01:38,56
875713,2015-09-09 18:25:05,45
487434,2015-05-16 17:37:34,58
17357,2015-08-30 01:44:53,47
788606,2015-03-10 06:41:27,31
670588,2015-07-08 13:13:42,42
272998,2015-06-23 01:15:07,47
460872,2015-08-16 11:40:11,49
463832,2015-08-07 17:48:18,54
377565,2015-04-17 01:19:49,59
671793,2015-04-06 17:36:10,60
506930,2015-05-03 09:49:45,44
887618,2015-08-09 09:42:11,40
758349,2015-06-30 08:38:59,60
560309,2015-02-19 13:10:45,17
755388,2015-03-07 17:16:28,79
437976,2015-08-21 01:58:27,53
633882,2015-08-15 20:48:38,47
374260,2015-06-29 07:13:50,50
402628,2015-02-07 09:40:54,52
878163,2015-03-18 08:14:46,54
267957,2015-01-25 07:00:18,72
761017,2015-06-30 10:56:39,40
143747,2015-05-28 05:12:01,55
531252,2015-06-15 13:24:29,50
192884,2015-05-21 21:49:42,27
566084,2015-02-20 10:58:00,62
294718,2015-08-02 12:24:56,54
690373,2015-04-03 20:44:01,36
764557,2015-03-08 11:16:12,69
974983,2015-03-26 21:55:13,88
13569,2015-06-22 14:26:27,23
21582,2015-08-14 11:23:23,52
238523,2015-09-01 22:28:56,49
145626,2015-04-29 21:16:53,44
467251,2015-07-28 08:18:57,44
4820,2015-07-18 07:46:46,37
373208,2015-02-04 08:25:18,32
553724,2015-04-09 02:20:48,47
170453,2015-08-10 04:42:40,53
850839,2015-04-25 18:34:34,51
737071,2015-04-03 12:42:17,59
427172,2015-08-17 00:37:49,60
241979,2015-06-04 22:35:14,46
139919,2015-04-15 19:24:17,56
680350,2015-07-03 00:14:43,50
828833,2015-06-30 00:06:51,62
231624,2015-06-05 09:26:25,60
882733,2015-05-18 20:55:02,46
793784,2015-03-11 04:37:05,53
256160,2015-09-14 06:19:43,57
267504,2015-09-07 10:48:45,46
137616,2015-08-12 10:33:34,43
239074,2015-07-28 23:17:02,46
659492,2015-07-15 16:24:07,42
531235,2015-06-13 21:01:11,55
986462,2015-05-25 04:09:44,35
813975,2015-05-07 19:46:50,54
82532,2015-05-19 04:05:56,40
122363,2015-08-30 23:26:38,38
835970,2015-04-28 11:42:04,51
737323,2015-09-16 09:45:05,54
385137,2015-05-02 04:35:56,35
654172,2015-09-22 23:48:27,46
927528,2015-03-21 22:10:44,55
150164,2015-09-09 17:44:15,59
351022,2015-02-02 11:05:10,35
783971,2015-06-09 07:42:42,38
42127,2015-06-07 14:52:22,49
762774,2015-08-11 01:33:36,73
564695,2015-04-30 16:15:53,57
160600,2015-01-15 22:43:14,27
639815,2015-04-17 01:22:04,47
391042,2015-07-27 12:47:19,50
211992,2015-09-01 06:35:08,47
179174,2015-09-22 06:55:58,42
617963,2015-02-24 23:55:34,41
783990,2015-03-10 00:54:39,55
194293,2015-05-25 07:27:03,23
865269,2015-09-23 05:17:48,45
955511,2015-04-23 04:44:55,42
237904,2015-01-22 11:42:31,61
463832,2015-06-11 00:52:33,58
813403,2015-05-29 23:15:39,50
813835,2015-06-04 13:36:31,53
495248,2015-08-18 23:47:42,29
904573,2015-07-20 19:38:00,49
791994,2015-09-24 19:57:18,42
929670,2015-09-18 00:46:38,37
621105,2015-08-26 09:56:44,47
72963,2015-08-23 19:19:11,28
359594,2015-09-20 06:12:48,33
990702,2015-08-18 19:37:28,49
708431,2015-04-28 00:51:52,32
439487,2015-09-20 17:38:29,42
28407,2015-09-26 22:34:17,51
357524,2015-05-13 14:03:00,33
551816,2015-05-04 00:18:15,49
957304,2015-07-30 00:44:43,49
256487,2015-08-04 06:48:22,57
160903,2015-07-09 07:10:01,65
928059,2015-09-05 10:36:40,48
411476,2015-05-21 11:49:07,41
672067,2015-03-01 06:07:51,31
409891,2015-04-29 20:42:17,53
241513,2015-08-27 01:40:22,51
961588,2015-04-23 13:05:30,28
27457,2015-09-18 11:43:19,46
375166,2015-08-21 20:39:00,36
899855,2015-06-06 01:34:50,24
205979,2015-01-20 10:38:13,53
606204,2015-05-25 05:36:50,54
696874,2015-07-09 16:55:55,39
245856,2015-01-23 06:31:27,41
759939,2015-08-18 21:56:48,21
453835,2015-07-15 20:41:44,55
364157,2015-07-06 01:20:46,31
401447,2015-02-07 09:23:22,44
29253,2015-05-07 20:48:06,42
975634,2015-08-19 13:08:17,34
617785,2015-08-06 18:27:45,46
786572,2015-09-10 22:53:09,46
24027,2015-05-05 06:46:43,40
560712,2015-07-18 21:16:52,61
837876,2015-08-05 06:54:13,48
85880,2015-09-09 23:04:21,34
981120,2015-06-02 03:06:40,39
854228,2015-04-03 14:31:46,54
256160,2015-05-26 02:55:19,64
587326,2015-05-13 11:01:45,36
767630,2015-07-30 15:05:53,61
706575,2015-06-08 00:17:26,45
570102,2015-09-03 04:35:45,70
32264,2015-05-27 13:53:23,56
867883,2015-09-08 16:18:05,41
337655,2015-06-22 01:29:07,36
299878,2015-01-28 03:32:12,55
800147,2015-09-04 03:13:52,45
603132,2015-02-24 06:48:38,24
76184,2015-07-11 19:53:15,63
140237,2015-01-14 08:23:44,53
126681,2015-04-11 03:23:59,27
601219,2015-02-24 00:56:36,28
191759,2015-04-16 07:27:51,42
528094,2015-04-13 15:55:13,51
659538,2015-05-27 07:26:37,69
325083,2015-06-24 14:01:54,62
576984,2015-04-19 02:56:23,65
955511,2015-08-27 02:16:50,36
467511,2015-07-30 15:12:22,68
729654,2015-04-19 19:53:27,31
513444,2015-02-15 05:05:10,35
474587,2015-05-15 23:23:41,45
757326,2015-05-17 15:28:29,48
58486,2015-06-26 08:58:30,39
335093,2015-06-17 03:23:10,41
658260,2015-06-12 20:27:45,43
857954,2015-08-03 00:10:57,52
801730,2015-06-22 02:31:02,34
547261,2015-05-31 22:09:13,62
281262,2015-09-20 10:54:36,32
586391,2015-05-25 21:15:19,56
195841,2015-05-14 20:27:19,47
682446,2015-05-13 06:14:08,45
493329,2015-07-08 02:13:35,48
654172,2015-04-05 05:34:39,60
292143,2015-01-27 10:14:08,23
246338,2015-01-23 07:55:34,44
333610,2015-01-31 20:38:44,34
163835,2015-01-16 06:48:54,53
405745,2015-07-18 20:02:26,53
221338,2015-07-17 22:19:42,51
594126,2015-06-13 12:45:02,54
96492,2015-07-23 07:54:00,39
174463,2015-09-19 13:01:16,60
653627,2015-08-14 13:31:28,44
338639,2015-09-17 14:48:06,62
795199,2015-04-19 18:51:01,23
155613,2015-06-17 16:38:56,32
57430,2015-01-07 06:13:39,49
251691,2015-08-13 11:02:14,54
636001,2015-07-28 08:16:14,43
853068,2015-07-29 04:40:09,51
753767,2015-08-10 01:31:48,44
444167,2015-04-13 18:38:24,55
857954,2015-08-10 11:27:44,34
521743,2015-04-30 09:11:17,46
60237,2015-04-25 05:10:53,26
143832,2015-09-21 15:37:37,34
511821,2015-06-15 14:25:30,50
479896,2015-06-17 14:28:58,60
8143,2015-04-08 12:03:49,56
304580,2015-04-10 01:15:41,81
671793,2015-08-26 11:37:35,50
960051,2015-09-23 13:36:02,43
882916,2015-06-03 06:44:54,39
654366,2015-04-22 21:14:14,50
487422,2015-05-31 08:18:53,47
972417,2015-07-01 15:20:54,43
336400,2015-05-01 18:58:28,62
376885,2015-04-07 02:53:26,45
603132,2015-04-15 00:55:24,54
842219,2015-05-07 02:39:25,57
260220,2015-08-21 13:03:10,51
957304,2015-04-22 10:10:44,50
647325,2015-07-26 09:56:19,35
963098,2015-05-24 00:26:17,42
295999,2015-01-27 14:11:31,36
85489,2015-06-04 23:25:38,63
528094,2015-09-25 10:03:13,60
141364,2015-01-14 14:28:05,47
848007,2015-08-09 17:54:50,58
674360,2015-06-01 10:00:18,43
239074,2015-06-08 18:55:57,20
752504,2015-09-16 17:33:05,60
644306,2015-06-18 16:53:01,66
377565,2015-06-09 07:53:57,58
50859,2015-01-06 16:18:53,32
980042,2015-09-12 23:20:04,57
546116,2015-09-03 00:46:34,83
928672,2015-09-12 22:42:00,66
244970,2015-08-26 14:05:45,55
596299,2015-09-17 18:45:22,58
48518,2015-09-25 03:06:28,50
268070,2015-09-11 05:04:50,43
813403,2015-03-12 02:08:02,74
156198,2015-04-26 14:47:10,55
360810,2015-06-14 03:07:59,52
572713,2015-08-05 05:59:04,29
140237,2015-07-02 19:38:27,28
771066,2015-05-23 08:30:45,66
150164,2015-08-03 12:56:01,66
530863,2015-02-16 19:36:44,39
798320,2015-06-27 23:14:50,43
256160,2015-04-09 14:26:37,69
22376,2015-09-24 00:47:20,71
441589,2015-05-09 14:42:05,31
808622,2015-03-11 20:47:24,61
399661,2015-08-13 12:13:19,40
963623,2015-03-25 16:59:59,52
585295,2015-06-04 06:54:23,55
538296,2015-06-02 23:05:34,34
281262,2015-06-20 18:27:59,51
276604,2015-06-04 16:07:29,46
282509,2015-05-11 13:27:06,57
256487,2015-06-28 03:53:27,44
813975,2015-05-11 02:03:29,49
620235,2015-02-25 05:34:06,43
479207,2015-07-16 10:21:08,53
847033,2015-08-16 14:41:14,48
687406,2015-05-04 15:40:40,57
232928,2015-09-10 22:55:13,52
154163,2015-08-11 07:19:24,56
283016,2015-09-28 19:25:03,72
26226,2015-07-18 23:53:06,50
87883,2015-08-28 17:36:24,53
467251,2015-05-04 03:50:06,60
525122,2015-02-16 04:58:41,39
55896,2015-04-03 04:34:45,60
196480,2015-04-19 20:11:01,40
872754,2015-03-17 21:43:40,40
833150,2015-04-19 10:42:20,45
81604,2015-04-09 05:52:52,72
600095,2015-05-19 12:22:13,52
384434,2015-06-23 00:27:41,66
382816,2015-07-25 14:39:51,53
817819,2015-03-12 21:52:49,73
531368,2015-05-01 07:05:50,35
897764,2015-08-08 10:21:03,44
708582,2015-03-03 23:10:33,45
864748,2015-08-14 22:06:04,50
996431,2015-03-29 14:08:28,66
50172,2015-01-06 14:43:09,50
5209,2015-04-08 14:13:09,52
747108,2015-03-07 00:20:17,42
129608,2015-06-09 00:15:21,51
573432,2015-02-21 08:50:43,38
47769,2015-06-07 15:05:56,48
253069,2015-09-12 16:02:33,60
375439,2015-02-04 14:25:20,61
659557,2015-08-07 02:49:38,58
64533,2015-07-21 06:49:25,52
461591,2015-02-11 06:30:00,44
163472,2015-01-16 05:39:44,62
228972,2015-06-09 18:01:48,49
70069,2015-04-30 16:10:52,59
221367,2015-07-08 16:06:24,39
977433,2015-04-29 07:12:15,61
384411,2015-06-12 03:13:45,58
385665,2015-09-22 04:26:02,42
974296,2015-03-26 15:03:37,37
402628,2015-06-13 18:33:20,48
334165,2015-08-06 13:47:00,58
268443,2015-04-04 01:29:30,55
720601,2015-09-19 01:14:50,28
835910,2015-06-24 10:34:45,62
924948,2015-08-14 03:41:36,53
540959,2015-07-11 00:17:17,48
303726,2015-05-23 23:03:42,56
102401,2015-09-27 20:57:46,75
659557,2015-02-28 02:52:05,29
85489,2015-01-09 12:30:17,92
857089,2015-03-16 09:50:34,45
52277,2015-05-20 17:54:27,63
872172,2015-04-13 04:48:52,72
24644,2015-05-26 05:17:46,42
493492,2015-06-06 10:23:39,54
874158,2015-08-18 09:47:05,43
117253,2015-07-09 21:35:51,69
576392,2015-09-17 04:52:42,26
671148,2015-09-08 23:08:14,31
834613,2015-04-12 12:26:57,51
445514,2015-04-17 12:19:18,48
729147,2015-05-06 14:41:47,53
231624,2015-07-04 09:22:37,42
210240,2015-04-04 21:11:47,49
161529,2015-04-25 18:58:09,31
841854,2015-06-21 03:13:48,40
573633,2015-07-28 04:35:31,57
912740,2015-03-20 12:07:02,48
866093,2015-05-02 06:42:21,48
454779,2015-07-03 05:15:59,55
937838,2015-05-19 06:13:23,55
972391,2015-08-04 02:47:35,56
256940,2015-04-06 23:48:26,40
719773,2015-04-03 23:06:51,49
422420,2015-04-14 04:31:24,44
301382,2015-01-28 05:46:18,29
382955,2015-02-05 09:04:57,44
709754,2015-09-11 20:56:08,41
932310,2015-08-02 05:16:49,46
82532,2015-01-09 10:24:33,48
513160,2015-02-15 02:57:00,50
399709,2015-06-29 17:33:41,35
347163,2015-06-28 06:10:24,34
483017,2015-05-14 23:17:45,28
441130,2015-05-21 22:33:33,80
857954,2015-07-15 22:10:22,55
274014,2015-09-27 11:18:16,60
918580,2015-06-28 21:41:58,47
786663,2015-07-22 11:17:02,53
824680,2015-06-27 06:39:56,40
471620,2015-08-26 20:11:42,51
848007,2015-06-30 23:21:41,65
918580,2015-07-02 17:33:18,48
454779,2015-02-10 18:22:25,55
793730,2015-03-11 04:20:01,48
122856,2015-07-25 13:32:56,52
787081,2015-03-10 04:56:43,32
761836,2015-03-08 07:47:22,69
470181,2015-02-11 20:03:01,77
410249,2015-02-07 18:55:09,56
651018,2015-07-30 12:28:22,44
996846,2015-04-24 18:21:36,59
511065,2015-05-15 18:26:11,49
593769,2015-07-15 04:10:02,56
648713,2015-06-03 08:45:47,38
181164,2015-09-02 00:02:49,41
686195,2015-05-12 02:13:16,64
791137,2015-03-10 18:21:56,30
778815,2015-07-28 00:36:17,51
132852,2015-08-20 06:59:28,26
569783,2015-04-27 17:26:47,55
113831,2015-09-16 06:06:02,55
781858,2015-03-09 13:23:30,56
441130,2015-04-26 00:13:02,41
838963,2015-09-20 04:10:23,61
100709,2015-06-27 10:42:34,42
172520,2015-09-22 10:18:32,48
489094,2015-02-13 14:52:04,41
150164,2015-08-03 04:42:58,42
533835,2015-04-27 20:01:46,37
573432,2015-06-04 12:59:23,56
709831,2015-05-09 06:13:06,60
842219,2015-05-11 00:57:29,63
205979,2015-07-10 20:51:29,42
238797,2015-09-27 15:10:14,57
664451,2015-06-10 14:29:13,41
664451,2015-06-03 07:54:08,53
558480,2015-09-05 02:49:16,63
987674,2015-09-26 17:35:06,42
267957,2015-07-24 00:39:16,58
506310,2015-02-14 14:54:45,35
791788,2015-05-07 10:00:40,62
319488,2015-09-06 12:33:01,48
511095,2015-07-22 18:03:38,51
232928,2015-06-20 21:12:46,42
312935,2015-09-13 09:29:28,35
812480,2015-03-12 01:18:46,60
977531,2015-05-28 11:33:51,29
10113,2015-04-03 06:58:21,63
960069,2015-09-02 08:39:59,48
399049,2015-07-13 05:59:14,27
3364,2015-07-25 12:40:32,38
38353,2015-09-20 08:54:53,54
242365,2015-01-23 01:18:39,37
593407,2015-04-12 19:57:37,57
137616,2015-09-17 05:20:13,68
198382,2015-04-04 03:26:02,35
870808,2015-07-02 06:23:04,55
205775,2015-04-11 00:48:23,47
62340,2015-07-07 17:27:26,40
835970,2015-03-14 10:24:54,38
122591,2015-07-20 07:07:45,63
533057,2015-02-17 07:25:33,61
838358,2015-04-30 13:06:58,51
188785,2015-01-18 18:59:08,62
753767,2015-08-25 01:26:08,48
460132,2015-07-22 05:03:50,49
974296,2015-08-28 10:58:18,48
941238,2015-08-16 07:40:53,49
101374,2015-04-21 20:06:36,57
693638,2015-08-07 12:13:36,39
51602,2015-01-06 17:18:24,40
604628,2015-08-22 02:14:35,40
973300,2015-09-19 06:38:22,68
319027,2015-09-25 16:19:05,47
377997,2015-08-13 22:02:46,24
56143,2015-05-23 18:26:28,53
81828,2015-07-02 17:31:34,36
42531,2015-08-31 09:54:21,65
909605,2015-03-20 02:30:41,19
661779,2015-06-30 15:42:44,70
300413,2015-07-12 20:38:14,47
360773,2015-07-02 01:57:59,51
281371,2015-08-25 02:27:31,40
91128,2015-01-10 00:34:00,53
71044,2015-01-08 13:37:26,29
589583,2015-04-11 20:01:32,73
225455,2015-07-15 01:39:53,57
747108,2015-07-10 13:01:08,65
471860,2015-09-20 20:48:23,29
303374,2015-04-09 08:33:26,57
311527,2015-05-13 05:16:33,53
415618,2015-09-01 01:30:43,36
307542,2015-09-08 09:23:45,47
725544,2015-03-05 07:01:54,60
563213,2015-05-20 21:39:25,60
443752,2015-02-10 01:23:09,67
119943,2015-04-28 23:33:07,60
156198,2015-06-17 11:56:57,41
288176,2015-05-08 06:38:50,66
819899,2015-05-10 12:41:57,39
260925,2015-09-01 18:38:35,54
615827,2015-08-24 03:44:49,57
916995,2015-05-29 06:20:51,41
980132,2015-07-13 07:03:00,26
609367,2015-08-09 19:33:14,56
960069,2015-09-10 15:56:08,37
761836,2015-04-07 18:44:47,36
815043,2015-05-16 16:42:40,63
866965,2015-05-08 14:17:37,61
916973,2015-09-23 19:47:01,58
745552,2015-03-06 22:10:39,43
122407,2015-01-12 19:55:34,54
391042,2015-04-11 10:12:36,61
882731,2015-03-18 09:04:34,30
294718,2015-06-06 16:21:31,59
129608,2015-07-14 20:51:51,50
322551,2015-09-06 16:12:40,63
246091,2015-07-02 22:02:07,39
189564,2015-04-28 02:18:12,45
231030,2015-05-30 02:05:06,44
289172,2015-09-18 03:39:53,58
327037,2015-09-22 05:15:53,36
834904,2015-05-22 11:41:56,43
477045,2015-07-05 05:43:02,50
395057,2015-02-06 08:16:33,50
146924,2015-05-26 12:06:09,40
44051,2015-01-05 17:28:17,81
354044,2015-05-14 15:03:50,43
52493,2015-06-07 05:49:07,34
595841,2015-04-15 07:10:12,24
26226,2015-04-13 07:24:21,53
78055,2015-06-25 09:45:12,50
916995,2015-09-18 19:48:45,62
744663,2015-05-15 19:17:30,53
574542,2015-05-29 11:26:28,60
666288,2015-08-17 17:18:25,26
15338,2015-04-20 18:11:57,47
939792,2015-03-23 03:29:33,55
565790,2015-06-20 16:19:38,32
555578,2015-07-25 20:04:24,49
780580,2015-07-11 18:34:19,45
680350,2015-03-01 20:00:49,35
294249,2015-01-27 11:54:39,40
754491,2015-08-31 12:31:39,42
167436,2015-04-02 15:56:54,45
497120,2015-09-13 02:19:00,46
949207,2015-08-07 18:36:24,70
567500,2015-09-10 06:49:51,69
845038,2015-04-02 04:55:33,46
673160,2015-03-01 08:02:48,28
198838,2015-06-19 23:54:54,78
642346,2015-05-22 22:57:32,26
977167,2015-08-17 01:22:52,37
709177,2015-05-12 19:22:52,48
70500,2015-07-03 14:09:52,44
890874,2015-05-31 12:19:19,64
671148,2015-06-02 21:45:53,82
546116,2015-06-26 16:16:24,55
251529,2015-07-13 04:29:03,56
121,2015-05-25 17:11:53,47
783990,2015-06-25 16:17:49,43
427255,2015-07-18 21:14:50,53
489094,2015-08-08 09:23:00,68
157549,2015-04-09 06:04:42,48
265361,2015-08-20 18:23:31,49
948232,2015-09-18 19:00:24,21
994614,2015-08-20 17:11:02,46
959552,2015-08-13 02:39:51,59
917514,2015-03-20 20:00:59,82
389079,2015-05-18 12:24:39,33
389344,2015-09-20 12:43:08,30
182455,2015-04-24 20:45:27,55
192579,2015-08-01 16:05:37,36
216480,2015-06-20 16:39:14,69
318429,2015-09-14 21:51:02,38
779813,2015-08-10 21:16:27,40
106451,2015-04-06 21:43:37,45
904669,2015-08-06 04:16:55,55
963879,2015-03-25 18:17:12,36
745481,2015-04-25 01:44:15,63
772549,2015-03-08 22:57:08,55
263659,2015-09-13 05:46:46,58
309873,2015-01-29 08:18:32,32
818061,2015-09-15 10:39:21,42
882731,2015-05-03 06:26:41,51
835970,2015-07-24 22:14:29,31
451422,2015-08-17 06:17:11,52
96644,2015-09-13 15:05:42,47
899855,2015-08-14 08:24:25,52
126681,2015-05-18 11:10:31,55
948232,2015-07-13 23:10:53,39
415618,2015-02-08 07:52:09,38
106468,2015-01-11 13:27:40,70
468855,2015-09-17 17:23:56,46
376885,2015-06-30 17:02:23,31
811976,2015-07-13 06:43:29,45
298361,2015-01-28 01:26:46,47
126987,2015-01-13 02:14:11,44
576984,2015-05-30 10:01:17,37
586382,2015-09-24 16:27:48,37
703396,2015-06-07 10:07:03,42
943949,2015-03-23 08:21:02,43
334749,2015-01-31 23:19:54,33
975184,2015-03-27 00:59:11,47
249097,2015-09-02 05:38:05,52
547261,2015-07-17 13:03:50,33
945041,2015-03-23 13:32:45,72
240196,2015-06-27 16:51:52,43
904048,2015-08-24 15:13:58,58
12826,2015-06-21 19:28:07,46
994509,2015-03-29 12:39:15,55
205915,2015-04-06 09:47:09,42
297185,2015-06-16 13:23:31,61
790397,2015-04-14 23:02:40,41
922204,2015-05-12 18:23:51,45
905180,2015-08-04 12:39:35,33
42448,2015-07-02 11:50:57,40
45939,2015-06-24 06:32:20,46
961201,2015-07-09 08:09:22,38
514971,2015-08-21 09:55:52,52
947938,2015-06-08 16:33:45,47
