"user_id","sign_up_date"
699451,2015-03-03
699586,2015-03-03
700587,2015-03-03
700787,2015-03-03
701533,2015-03-03
701572,2015-03-03
703359,2015-03-03
703396,2015-03-03
703423,2015-03-03
703491,2015-03-03
705088,2015-03-03
706575,2015-03-03
707134,2015-03-03
707542,2015-03-03
707760,2015-03-03
708431,2015-03-04
708446,2015-03-04
708485,2015-03-04
708582,2015-03-04
709018,2015-03-04
709037,2015-03-04
709177,2015-03-04
709232,2015-03-04
709754,2015-03-04
709831,2015-03-04
710238,2015-03-04
710962,2015-03-04
712014,2015-03-04
712207,2015-03-04
712342,2015-03-04
713110,2015-03-04
716051,2015-03-04
716566,2015-03-04
718416,2015-03-05
719773,2015-03-05
720153,2015-03-05
720601,2015-03-05
720848,2015-03-05
721124,2015-03-05
721766,2015-03-05
722058,2015-03-05
722223,2015-03-05
723712,2015-03-05
723735,2015-03-05
724293,2015-03-05
725019,2015-03-05
725497,2015-03-05
725544,2015-03-05
726689,2015-03-05
726762,2015-03-05
729147,2015-03-05
729654,2015-03-05
729716,2015-03-05
730138,2015-03-05
731716,2015-03-05
731884,2015-03-05
732075,2015-03-05
732110,2015-03-06
732213,2015-03-06
733421,2015-03-06
733839,2015-03-06
734183,2015-03-06
735650,2015-03-06
737053,2015-03-06
737071,2015-03-06
737323,2015-03-06
738597,2015-03-06
740222,2015-03-06
740705,2015-03-06
740736,2015-03-06
741027,2015-03-06
741551,2015-03-06
742392,2015-03-06
742567,2015-03-06
742663,2015-03-07
742784,2015-03-07
743334,2015-03-07
744663,2015-03-07
744713,2015-03-07
745140,2015-03-07
745481,2015-03-07
745552,2015-03-07
745599,2015-03-07
746489,2015-03-07
747108,2015-03-07
748718,2015-03-07
749144,2015-03-07
749611,2015-03-07
749712,2015-03-07
751083,2015-03-07
751212,2015-03-07
751423,2015-03-07
751613,2015-03-07
752391,2015-03-07
752504,2015-03-07
753222,2015-03-07
753251,2015-03-07
753767,2015-03-07
754350,2015-03-07
754351,2015-03-07
754491,2015-03-07
755388,2015-03-08
755764,2015-03-08
755843,2015-03-08
755935,2015-03-08
756228,2015-03-08
756794,2015-03-08
757126,2015-03-08
757326,2015-03-08
758160,2015-03-08
758349,2015-03-08
758815,2015-03-08
759051,2015-03-08
759266,2015-03-08
759939,2015-03-08
760115,2015-03-08
760264,2015-03-08
760372,2015-03-08
760928,2015-03-08
761017,2015-03-08
761459,2015-03-08
761792,2015-03-08
761836,2015-03-08
762404,2015-03-08
762465,2015-03-08
762774,2015-03-08
764350,2015-03-08
764542,2015-03-08
764557,2015-03-08
764870,2015-03-08
765219,2015-03-08
765315,2015-03-08
765936,2015-03-08
766775,2015-03-08
767198,2015-03-08
767630,2015-03-08
769254,2015-03-08
770831,2015-03-09
771066,2015-03-09
771572,2015-03-09
772549,2015-03-09
774577,2015-03-09
776038,2015-03-09
777626,2015-03-09
777781,2015-03-09
778815,2015-03-09
779049,2015-03-09
779813,2015-03-09
780165,2015-03-09
780481,2015-03-09
780580,2015-03-09
780979,2015-03-09
781858,2015-03-09
782717,2015-03-09
783519,2015-03-10
783971,2015-03-10
783990,2015-03-10
785531,2015-03-10
785713,2015-03-10
786465,2015-03-10
786572,2015-03-10
786663,2015-03-10
786901,2015-03-10
787081,2015-03-10
787305,2015-03-10
788606,2015-03-10
790257,2015-03-10
790397,2015-03-10
790493,2015-03-10
790738,2015-03-10
790840,2015-03-10
790861,2015-03-11
791137,2015-03-11
791788,2015-03-11
791994,2015-03-11
792073,2015-03-11
792904,2015-03-11
793223,2015-03-11
793730,2015-03-11
793784,2015-03-11
794274,2015-03-11
795199,2015-03-11
795572,2015-03-11
796443,2015-03-11
798252,2015-03-11
798320,2015-03-11
798685,2015-03-11
799225,2015-03-11
800116,2015-03-11
800147,2015-03-11
800292,2015-03-11
801162,2015-03-11
801730,2015-03-12
802552,2015-03-12
806457,2015-03-12
807404,2015-03-12
807828,2015-03-12
807867,2015-03-12
808622,2015-03-12
809659,2015-03-12
810454,2015-03-12
810809,2015-03-12
810961,2015-03-12
811976,2015-03-12
812301,2015-03-12
812480,2015-03-12
813403,2015-03-12
813835,2015-03-12
813975,2015-03-12
814028,2015-03-12
814572,2015-03-12
814829,2015-03-12
815014,2015-03-12
815043,2015-03-12
815344,2015-03-12
815528,2015-03-12
816341,2015-03-12
816638,2015-03-13
817139,2015-03-13
817474,2015-03-13
817819,2015-03-13
817863,2015-03-13
818061,2015-03-13
818408,2015-03-13
818997,2015-03-13
819304,2015-03-13
819468,2015-03-13
819601,2015-03-13
819899,2015-03-13
819916,2015-03-13
819935,2015-03-13
820009,2015-03-13
821355,2015-03-13
823819,2015-03-13
824140,2015-03-13
824680,2015-03-13
825361,2015-03-13
825845,2015-03-14
826007,2015-03-14
826324,2015-03-14
826388,2015-03-14
826871,2015-03-14
827256,2015-03-14
828016,2015-03-14
828833,2015-03-14
830155,2015-03-14
830619,2015-03-14
831921,2015-03-14
833150,2015-03-14
833181,2015-03-14
834613,2015-03-14
834904,2015-03-14
835910,2015-03-14
835970,2015-03-14
836364,2015-03-14
837876,2015-03-14
838358,2015-03-15
838963,2015-03-15
840181,2015-03-15
840485,2015-03-15
841854,2015-03-15
842219,2015-03-15
845038,2015-03-15
845305,2015-03-15
847033,2015-03-15
847229,2015-03-15
848007,2015-03-15
848707,2015-03-15
848817,2015-03-15
848986,2015-03-15
849049,2015-03-15
849066,2015-03-15
849719,2015-03-15
850021,2015-03-15
850133,2015-03-15
850136,2015-03-15
850728,2015-03-15
850836,2015-03-15
850839,2015-03-15
851009,2015-03-15
851096,2015-03-16
851356,2015-03-16
851507,2015-03-16
851994,2015-03-16
852626,2015-03-16
853068,2015-03-16
853448,2015-03-16
853862,2015-03-16
854228,2015-03-16
854305,2015-03-16
854532,2015-03-16
854665,2015-03-16
856166,2015-03-16
856213,2015-03-16
856898,2015-03-16
856932,2015-03-16
857086,2015-03-16
857089,2015-03-16
857954,2015-03-16
858836,2015-03-16
859019,2015-03-16
861269,2015-03-16
862743,2015-03-16
863685,2015-03-16
864059,2015-03-16
864286,2015-03-16
864491,2015-03-16
864493,2015-03-16
864748,2015-03-16
865269,2015-03-16
865477,2015-03-16
865687,2015-03-17
866093,2015-03-17
866114,2015-03-17
866790,2015-03-17
866965,2015-03-17
867220,2015-03-17
867404,2015-03-17
867883,2015-03-17
868497,2015-03-17
868612,2015-03-17
868686,2015-03-17
868743,2015-03-17
868792,2015-03-17
870034,2015-03-17
870547,2015-03-17
870669,2015-03-17
870808,2015-03-17
871329,2015-03-18
872007,2015-03-18
872035,2015-03-18
872172,2015-03-18
872754,2015-03-18
872791,2015-03-18
873206,2015-03-18
873287,2015-03-18
873690,2015-03-18
873823,2015-03-18
874158,2015-03-18
874992,2015-03-18
875713,2015-03-18
875731,2015-03-18
876114,2015-03-18
876768,2015-03-18
877605,2015-03-18
878163,2015-03-18
878462,2015-03-18
878498,2015-03-18
882731,2015-03-18
882733,2015-03-18
882916,2015-03-18
883392,2015-03-18
883760,2015-03-18
884314,2015-03-18
884611,2015-03-18
886569,2015-03-18
887069,2015-03-18
887276,2015-03-18
887521,2015-03-18
887618,2015-03-19
887938,2015-03-19
888600,2015-03-19
888726,2015-03-19
888805,2015-03-19
889551,2015-03-19
889821,2015-03-19
890354,2015-03-19
890874,2015-03-19
891291,2015-03-19
892207,2015-03-19
892859,2015-03-19
894139,2015-03-19
895329,2015-03-19
895443,2015-03-19
896855,2015-03-19
897189,2015-03-19
897626,2015-03-19
897764,2015-03-19
897792,2015-03-19
897866,2015-03-19
897915,2015-03-19
898346,2015-03-19
898510,2015-03-19
899614,2015-03-19
899848,2015-03-19
899855,2015-03-19
903061,2015-03-19
903698,2015-03-20
904048,2015-03-20
904229,2015-03-20
904573,2015-03-20
904669,2015-03-20
905180,2015-03-20
905974,2015-03-20
906782,2015-03-20
908858,2015-03-20
909264,2015-03-20
909605,2015-03-20
909611,2015-03-20
910617,2015-03-20
910895,2015-03-20
911640,2015-03-20
911752,2015-03-20
912283,2015-03-20
912740,2015-03-20
912978,2015-03-20
913042,2015-03-20
913112,2015-03-20
913241,2015-03-20
914346,2015-03-20
915366,2015-03-20
916365,2015-03-21
916973,2015-03-21
916995,2015-03-21
917401,2015-03-21
917514,2015-03-21
917815,2015-03-21
918580,2015-03-21
918759,2015-03-21
918960,2015-03-21
920595,2015-03-21
920867,2015-03-21
921196,2015-03-21
921463,2015-03-21
922077,2015-03-21
922204,2015-03-21
923174,2015-03-21
923444,2015-03-21
923688,2015-03-21
924564,2015-03-21
924948,2015-03-22
926284,2015-03-22
926523,2015-03-22
926655,2015-03-22
927142,2015-03-22
927528,2015-03-22
927721,2015-03-22
928059,2015-03-22
928543,2015-03-22
928672,2015-03-22
929670,2015-03-22
930183,2015-03-22
930325,2015-03-22
930798,2015-03-22
930863,2015-03-22
931913,2015-03-22
932310,2015-03-22
934260,2015-03-22
934329,2015-03-22
934894,2015-03-22
935625,2015-03-22
935664,2015-03-22
935748,2015-03-23
935985,2015-03-23
936465,2015-03-23
936708,2015-03-23
936939,2015-03-23
937838,2015-03-23
937925,2015-03-23
939338,2015-03-23
939792,2015-03-23
939814,2015-03-23
940249,2015-03-23
940609,2015-03-23
941238,2015-03-23
941433,2015-03-23
943949,2015-03-23
944326,2015-03-23
945024,2015-03-23
945041,2015-03-23
945437,2015-03-23
947038,2015-03-23
947145,2015-03-23
947171,2015-03-23
947938,2015-03-24
948232,2015-03-24
949207,2015-03-24
949398,2015-03-24
949526,2015-03-24
952875,2015-03-24
953046,2015-03-24
953409,2015-03-24
954210,2015-03-24
955511,2015-03-24
956342,2015-03-24
956995,2015-03-24
957037,2015-03-24
957133,2015-03-24
957304,2015-03-24
957460,2015-03-24
957814,2015-03-24
957982,2015-03-24
958565,2015-03-24
959143,2015-03-24
959275,2015-03-25
959359,2015-03-25
959552,2015-03-25
960051,2015-03-25
960069,2015-03-25
961201,2015-03-25
961588,2015-03-25
961757,2015-03-25
962210,2015-03-25
962348,2015-03-25
962396,2015-03-25
963098,2015-03-25
963623,2015-03-25
963879,2015-03-26
964372,2015-03-26
966936,2015-03-26
967326,2015-03-26
967349,2015-03-26
967535,2015-03-26
967804,2015-03-26
967815,2015-03-26
968958,2015-03-26
969010,2015-03-26
969155,2015-03-26
969675,2015-03-26
969736,2015-03-26
969780,2015-03-26
972369,2015-03-26
972391,2015-03-26
972417,2015-03-26
972525,2015-03-26
973300,2015-03-26
973417,2015-03-26
973863,2015-03-26
974296,2015-03-26
974667,2015-03-26
974703,2015-03-27
974983,2015-03-27
975165,2015-03-27
975184,2015-03-27
975634,2015-03-27
976216,2015-03-27
976946,2015-03-27
977032,2015-03-27
977167,2015-03-27
977210,2015-03-27
977433,2015-03-27
977531,2015-03-27
977594,2015-03-27
978399,2015-03-27
980042,2015-03-27
980132,2015-03-27
980250,2015-03-27
981120,2015-03-27
981797,2015-03-27
982651,2015-03-27
983522,2015-03-27
983708,2015-03-27
983858,2015-03-28
984140,2015-03-28
985463,2015-03-28
985773,2015-03-28
986085,2015-03-28
986139,2015-03-28
986462,2015-03-28
986899,2015-03-28
987131,2015-03-28
987172,2015-03-28
987674,2015-03-28
988183,2015-03-28
988636,2015-03-28
989897,2015-03-28
989987,2015-03-29
990702,2015-03-29
990867,2015-03-29
991169,2015-03-29
992033,2015-03-29
992246,2015-03-29
992265,2015-03-29
993626,2015-03-29
994509,2015-03-29
994614,2015-03-29
994617,2015-03-29
995095,2015-03-29
995473,2015-03-29
996431,2015-03-29
996846,2015-03-29
997249,2015-03-29
997387,2015-03-29
998793,2015-03-29
999998,2015-03-29
